WISE3_ID,LATITUDE_DECIMAL,LONGITUDE_DECIMAL,CLIM_PRECIPITATION_DATA,CLIM_GDD,CLIM_ARIDITY_INDEX,CLIM_KOPGEIGER,CKIM_FAO_LGP,CLIM_MODIS_evapotrans,clim_precip_novdecjan,clim_precip_febmarapr,clim_precip_mayjunjul,clim_precip_augsepoct,topog_elevation,topog_geolage,topog_slope_global,topog_landform_global,topog_twi_global,topog_topi_global,topog_israd_global,landcover_modis_2012,vegind_modis_evi_m,vegind_modis_evi_sd,WISE3_FAO_74
AR0048,-34.65,-60.8333333333,987.0,4332.0,0.7241,13,13,5801.0,110.0,110.0,44.0,65.0,78.0,72,0,1,1410.0,1.57,1551.25,12,3127.0,1236.0,Hh
AR0049,-38.2997222222,-59.02,838.0,3380.0,0.7286,14,11,4335.0,73.0,83.0,68.0,55.0,100.0,72,1,7,1450.0,1.57,1551.25,12,3528.0,1350.0,Hl
AR0050,-35.0497222222,-57.6897222222,975.0,4213.0,0.82,13,12,5104.0,90.0,92.0,66.0,77.0,19.0,72,0,1,1390.0,1.571,1505.625,12,3559.0,455.0,Hl
AR0051,-35.5497222222,-57.54,913.0,4055.0,0.7564,13,12,5713.0,84.0,86.0,63.0,71.0,8.0,72,0,1,1410.0,1.57,1505.625,12,4086.0,895.0,Hl
AR0052,-35.7552777778,-58.7105555556,955.0,4092.0,0.7323,14,12,5068.0,93.0,92.0,65.0,68.0,23.0,72,0,1,1420.0,1.57,1505.625,14,3919.0,1060.0,Hl
AR0053,-37.58,-58.1197222222,820.0,3389.0,0.6737,14,11,4150.0,75.0,80.0,58.0,60.0,59.0,72,0,1,1410.0,1.57,1505.625,9,3356.0,559.0,Sm
AR0055,-33.88,-59.7297222222,1002.0,4581.0,0.7308,13,12,4950.0,100.0,100.0,61.0,73.0,38.0,72,1,1,1380.0,1.57,1505.625,12,3501.0,1618.0,Hg
AR0056,-32.83,-59.33,1050.0,4853.0,0.7619,13,12,4109.0,109.0,108.0,55.0,79.0,63.0,72,1,1,1370.0,1.569,1551.25,12,3328.0,981.0,Vp
AR0057,-30.68,-59.45,1055.0,5438.0,0.7167,13,13,5392.0,119.0,111.0,51.0,71.0,65.0,72,1,1,1430.0,1.569,1551.25,14,3663.0,424.0,Lk
AR0058,-32.9197222222,-59.65,1008.0,4889.0,0.7272,13,12,4368.0,105.0,105.0,52.0,74.0,15.0,72,0,7,1410.0,1.569,1551.25,12,3981.0,1125.0,Hl
AR0059,-31.03,-59.58,1045.0,5296.0,0.7133,13,13,6167.0,117.0,109.0,51.0,71.0,36.0,72,0,1,1400.0,1.566,1505.625,8,3731.0,636.0,Hl
AR0060,-24.03,-65.4,623.0,4156.0,0.4255,11,8,7668.0,112.0,88.0,7.0,15.0,1760.0,52,23,3,1040.0,1.498,1825.0,4,3698.0,1113.0,Bd
AR0061,-30.62,-58.5497222222,1156.0,5392.0,0.7863,13,13,5196.0,112.0,125.0,65.0,82.0,75.0,72,0,7,1410.0,1.57,1551.25,10,3738.0,770.0,Ge
AR0062,-31.68,-59.1197222222,1079.0,5067.0,0.7496,13,13,4347.0,110.0,118.0,55.0,77.0,44.0,72,2,1,1350.0,1.567,1551.25,10,3297.0,347.0,Ge
AR0063,-25.0697222222,-65.3,488.0,4642.0,0.3386,11,8,4867.0,90.0,66.0,3.0,9.0,1762.0,52,36,5,660.0,1.561,1779.375,4,3109.0,1231.0,Wm
AR0064,-30.62,-58.4797222222,1168.0,5403.0,0.795,13,13,6146.0,112.0,127.0,67.0,83.0,71.0,72,0,1,1400.0,1.569,1551.25,10,3778.0,472.0,Sm
AR0065,-30.9697222222,-58.0297222222,1272.0,5403.0,0.8706,13,13,6496.0,112.0,133.0,84.0,95.0,52.0,80,1,1,1340.0,1.569,1505.625,9,4079.0,315.0,Hh
AR0066,-38.6597222222,-69.3,144.0,3108.0,0.111,5,8,1461.0,9.0,11.0,16.0,12.0,574.0,11,8,5,1210.0,1.556,1642.5,7,808.0,105.0,Je
AR0067,-38.59,-68.26,158.0,3611.0,0.1156,5,6,1279.0,12.0,13.0,13.0,14.0,365.0,72,3,7,1280.0,1.562,1596.875,7,912.0,120.0,Qc
AR0070,-34.93,-62.7097222222,748.0,4389.0,0.5293,13,8,4135.0,84.0,86.0,30.0,50.0,112.0,72,0,4,1440.0,1.57,1551.25,12,3585.0,1165.0,Sg
AR0071,-37.06,-58.2997222222,839.0,3609.0,0.6695,14,12,5305.0,82.0,80.0,56.0,62.0,52.0,72,0,1,1410.0,1.57,1505.625,12,3809.0,831.0,So
AR0072,-34.54,-63.22,730.0,4441.0,0.5072,13,6,3690.0,90.0,87.0,23.0,44.0,134.0,72,1,4,1440.0,1.57,1551.25,12,3267.0,715.0,Sm
AR0073,-38.9797222222,-68.9497222222,136.0,3292.0,0.1059,5,8,1527.0,9.0,11.0,14.0,11.0,390.0,11,1,7,1430.0,1.561,1551.25,7,999.0,341.0,Re
AR0074,-38.95,-64.12,352.0,4069.0,0.2586,7,4,2068.0,31.0,36.0,20.0,30.0,123.0,72,1,7,1390.0,1.57,1551.25,7,2084.0,381.0,Xh
AR0075,-25.67,-64.08,647.0,5924.0,0.3855,10,8,4051.0,105.0,86.0,8.0,16.0,332.0,72,1,7,1400.0,1.569,1551.25,4,2817.0,797.0,Bd
AR0076,-40.84,-66.5,221.0,3456.0,0.1773,5,3,1555.0,17.0,20.0,20.0,17.0,385.0,72,7,7,1210.0,1.557,1551.25,7,1002.0,144.0,Xk
AR0077,-51.5097222222,-71.73,301.0,909.0,0.4623,14,4,4423.0,23.0,29.0,25.0,23.0,618.0,72,2,2,1270.0,1.569,1596.875,10,1744.0,902.0,Je
AR0078,-39.0,-68.9497222222,137.0,3234.0,0.1068,5,8,1511.0,9.0,11.0,14.0,11.0,423.0,11,3,7,1400.0,1.565,1551.25,7,933.0,158.0,Yy
AR0079,-36.3897222222,-62.5097222222,760.0,4179.0,0.5535,13,9,4022.0,81.0,83.0,34.0,54.0,110.0,72,0,4,1430.0,1.57,1551.25,12,3052.0,1258.0,Hl
AR0081,-39.18,-68.7097222222,133.0,3234.0,0.1028,5,7,1552.0,9.0,12.0,13.0,11.0,466.0,11,8,7,1280.0,1.565,1551.25,7,904.0,101.0,Xk
AR0083,-24.37,-66.55,101.0,391.0,0.0892,7,6,1316.0,19.0,13.0,1.0,2.0,4168.0,72,20,3,950.0,1.48,2235.625,16,665.0,72.0,Kl
AR0084,-37.7597222222,-67.75,216.0,3730.0,0.15,5,3,1615.0,21.0,20.0,13.0,18.0,364.0,72,1,7,1420.0,1.56,1551.25,7,1261.0,282.0,Re
AR0085,-41.88,-70.43,337.0,1501.0,0.3346,9,4,3232.0,10.0,20.0,58.0,24.0,975.0,91,3,3,1090.0,1.546,1596.875,7,671.0,158.0,Lo
AR0086,-22.87,-65.22,244.0,1410.0,0.172,11,7,6419.0,45.0,30.0,1.0,5.0,3461.0,11,19,3,890.0,1.439,1825.0,7,1168.0,316.0,Lo
AR0087,-24.7,-65.0997222222,524.0,4621.0,0.3331,10,8,4878.0,85.0,74.0,5.0,10.0,812.0,72,3,5,1410.0,1.564,1596.875,10,2749.0,1280.0,Hl
AR0088,-22.8197222222,-65.7797222222,187.0,1601.0,0.1302,7,6,2858.0,36.0,23.0,0.0,3.0,3474.0,72,2,3,1360.0,1.565,2007.5,7,784.0,167.0,Re
AR0090,-40.36,-65.22,253.0,3906.0,0.1928,7,3,0.0,19.0,24.0,23.0,19.0,-69.0,72,0,7,1390.0,1.564,1505.625,16,89.0,610.0,Zg
AR0091,-36.7,-65.2797222222,541.0,4035.0,0.3698,7,4,2880.0,70.0,58.0,17.0,36.0,295.0,80,5,7,1280.0,1.56,1551.25,7,2260.0,493.0,Qc
AR0092,-38.5997222222,-64.8797222222,346.0,4095.0,0.2467,7,4,2176.0,32.0,34.0,18.0,31.0,229.0,72,2,7,1270.0,1.568,1551.25,7,2569.0,1195.0,Xh
AR0093,-27.6,-66.05,360.0,4261.0,0.2416,6,6,4448.0,54.0,49.0,7.0,11.0,1719.0,67,3,3,1300.0,1.539,1688.125,7,2271.0,1038.0,Be
AR0094,-22.8997222222,-66.1997222222,129.0,757.0,0.1066,7,6,2567.0,25.0,16.0,0.0,2.0,4313.0,18,29,3,850.0,1.528,1870.625,7,745.0,102.0,Be
AR0096,-28.2197222222,-67.4497222222,172.0,4481.0,0.1,7,3,2039.0,28.0,24.0,2.0,3.0,1141.0,72,12,5,1340.0,1.512,1688.125,7,878.0,125.0,Jc
AR0099,-39.5497222222,-62.68,403.0,3780.0,0.3109,7,4,2848.0,28.0,45.0,28.0,33.0,19.0,72,0,7,1490.0,1.57,1505.625,14,2574.0,500.0,Je
AR0100,-24.2,-64.8,617.0,5466.0,0.3853,10,8,8439.0,93.0,93.0,7.0,13.0,504.0,80,2,5,1510.0,1.567,1551.25,12,4352.0,1544.0,Je
AR0102,-24.5,-65.0897222222,581.0,4621.0,0.3769,10,8,6522.0,93.0,85.0,5.0,11.0,802.0,80,4,5,1410.0,1.565,1596.875,14,3195.0,1690.0,Kh
AR0103,-38.2797222222,-64.12,434.0,4030.0,0.3129,7,4,2491.0,42.0,46.0,20.0,37.0,160.0,72,1,7,1290.0,1.572,1551.25,7,2554.0,924.0,Kh
AR0104,-28.03,-64.2697222222,580.0,5829.0,0.3421,6,6,3302.0,92.0,75.0,10.0,17.0,187.0,72,1,7,1430.0,1.568,1551.25,10,2766.0,723.0,Kk
AR0105,-25.1597222222,-65.4,556.0,4642.0,0.3485,11,8,5348.0,100.0,74.0,4.0,9.0,1081.0,72,6,5,1290.0,1.532,1642.5,12,2711.0,1270.0,Lo
AR0108,-38.0497222222,-63.52,537.0,3960.0,0.3931,13,5,2457.0,53.0,59.0,24.0,43.0,165.0,72,1,7,1310.0,1.569,1551.25,7,2249.0,637.0,Rc
AR0109,-37.0297222222,-64.48,527.0,4046.0,0.3721,7,4,3101.0,62.0,56.0,21.0,37.0,190.0,72,3,7,1280.0,1.565,1551.25,7,2326.0,543.0,Re
AR0110,-27.8997222222,-66.2697222222,397.0,4261.0,0.2385,6,5,0.0,55.0,52.0,11.0,14.0,736.0,72,0,5,1470.0,1.564,1596.875,16,635.0,171.0,Re
AR0111,-38.7,-64.2797222222,366.0,4069.0,0.2625,7,4,1857.0,34.0,38.0,19.0,32.0,38.0,72,8,7,1260.0,1.557,1505.625,7,2011.0,553.0,Re
AR0112,-37.5497222222,-68.22,181.0,3604.0,0.128,5,6,1222.0,17.0,17.0,12.0,15.0,519.0,72,5,5,1290.0,1.561,1596.875,7,983.0,131.0,Re
AR0113,-39.63,-62.47,420.0,3677.0,0.3322,7,4,3309.0,30.0,49.0,28.0,34.0,11.0,80,0,7,1490.0,1.57,1505.625,10,2797.0,620.0,Zo
AR0115,-24.6597222222,-65.5,597.0,4621.0,0.3851,11,8,7185.0,107.0,80.0,4.0,11.0,1621.0,52,23,3,910.0,1.491,1642.5,4,3889.0,1397.0,Bh
AR0118,-26.3997222222,-66.4597222222,154.0,996.0,0.1535,11,7,0.0,25.0,20.0,2.0,5.0,4300.0,18,15,3,940.0,1.536,2190.0,7,810.0,100.0,Je
AR0126,-32.9797222222,-61.1897222222,928.0,4701.0,0.6647,13,11,4198.0,105.0,107.0,41.0,57.0,70.0,72,1,1,1380.0,1.569,1551.25,12,3639.0,1583.0,Sg
AR0128,-32.4597222222,-61.22,959.0,4900.0,0.6818,13,11,5699.0,112.0,112.0,39.0,57.0,44.0,72,1,1,1420.0,1.569,1505.625,12,3623.0,1577.0,So
AR0129,-26.2,-64.1697222222,716.0,5964.0,0.4336,10,8,5816.0,119.0,94.0,8.0,18.0,308.0,72,1,7,1420.0,1.57,1551.25,13,3943.0,1260.0,So
AR0134,-37.9,-67.58,226.0,3730.0,0.1571,5,3,1186.0,22.0,21.0,14.0,19.0,351.0,72,6,7,1360.0,1.562,1596.875,7,1033.0,174.0,Qc
AR0135,-40.1697222222,-64.8,264.0,3878.0,0.2027,7,4,1468.0,20.0,25.0,23.0,20.0,131.0,72,0,7,1390.0,1.57,1551.25,7,1449.0,169.0,Qc
AR0136,-40.36,-64.62,262.0,3878.0,0.2051,7,4,1558.0,20.0,25.0,23.0,19.0,118.0,72,0,7,1390.0,1.569,1551.25,7,1606.0,424.0,Xk
AR0137,-37.93,-67.44,237.0,3826.0,0.1653,5,3,1189.0,24.0,22.0,13.0,20.0,390.0,72,1,7,1380.0,1.57,1551.25,7,1077.0,185.0,Yk
AR0138,-40.7597222222,-65.01,249.0,3773.0,0.2019,7,3,1440.0,19.0,24.0,22.0,18.0,1.0,0,3,7,10.0,1.568,1551.25,16,749.0,150.0,Bh
AR0140,-39.36,-68.15,156.0,3123.0,0.122,5,4,1527.0,11.0,14.0,14.0,14.0,630.0,11,1,5,1240.0,1.563,1596.875,7,907.0,147.0,Kl
AR0141,-24.5,-65.0897222222,581.0,4621.0,0.3769,10,8,6522.0,93.0,85.0,5.0,11.0,802.0,80,4,5,1410.0,1.565,1596.875,14,3195.0,1690.0,Kl
AR0142,-41.4097222222,-65.98,209.0,3368.0,0.1753,5,3,1483.0,15.0,19.0,19.0,16.0,438.0,18,1,7,1300.0,1.564,1551.25,7,898.0,111.0,Be
AR0143,-40.4097222222,-65.22,252.0,3906.0,0.1928,7,3,0.0,19.0,23.0,23.0,19.0,-70.0,72,0,7,1390.0,1.566,1505.625,16,212.0,522.0,Lo
AR0144,-41.4197222222,-65.4197222222,214.0,3648.0,0.1786,5,3,1423.0,15.0,20.0,20.0,16.0,197.0,72,2,7,1330.0,1.565,1551.25,7,1020.0,140.0,Hc
AR0146,-40.63,-65.3797222222,248.0,3773.0,0.1977,7,3,1338.0,18.0,24.0,22.0,19.0,176.0,72,1,7,1370.0,1.569,1551.25,7,1000.0,97.0,So
AR0147,-22.7197222222,-66.5297222222,106.0,356.0,0.0948,5,6,2115.0,21.0,13.0,0.0,1.0,4642.0,72,17,3,860.0,1.56,2235.625,16,577.0,48.0,To
AR0148,-40.5497222222,-66.0597222222,239.0,3456.0,0.1825,5,3,1240.0,18.0,22.0,21.0,19.0,117.0,67,1,7,1410.0,1.566,1551.25,7,1189.0,458.0,Qc
AR0149,-31.0697222222,-62.4,871.0,4956.0,0.5857,13,8,4066.0,113.0,104.0,27.0,48.0,92.0,72,2,4,1470.0,1.568,1551.25,12,3732.0,1454.0,Gm
AR0150,-40.27,-68.55,158.0,2296.0,0.1377,5,4,2181.0,10.0,15.0,17.0,11.0,1017.0,67,3,5,1240.0,1.563,1642.5,7,977.0,170.0,Re
AR0151,-41.83,-70.01,259.0,1501.0,0.25,9,4,2904.0,9.0,17.0,43.0,18.0,965.0,18,2,5,1300.0,1.539,1642.5,7,580.0,125.0,Re
AR0152,-31.09,-62.9197222222,844.0,4958.0,0.5675,13,8,3766.0,116.0,98.0,23.0,44.0,103.0,72,0,4,1500.0,1.57,1551.25,12,3428.0,1366.0,Sm
AR0153,-44.27,-69.5197222222,140.0,1556.0,0.1476,5,5,2669.0,6.0,12.0,18.0,11.0,920.0,11,3,5,1090.0,1.541,1642.5,7,933.0,135.0,Ch
AR0154,-45.0697222222,-66.4197222222,187.0,2781.0,0.1892,7,3,0.0,11.0,16.0,25.0,10.0,3.0,72,6,0,10.0,1.568,11634.375,0,455.0,118.0,Ch
AR0155,-43.93,-70.43,167.0,1329.0,0.1867,14,6,3115.0,7.0,15.0,20.0,14.0,1185.0,72,13,5,1070.0,1.554,1642.5,7,960.0,138.0,Xh
AR0156,-29.42,-66.58,345.0,5097.0,0.2065,6,3,2486.0,54.0,45.0,6.0,11.0,346.0,72,1,7,1490.0,1.569,1551.25,7,2016.0,489.0,Be
AR0157,-31.7,-68.6697222222,191.0,3582.0,0.1515,4,2,1282.0,24.0,21.0,7.0,12.0,1990.0,72,34,3,650.0,1.566,1505.625,7,997.0,161.0,Je
AR0158,-43.95,-67.23,180.0,2841.0,0.1657,5,5,1672.0,11.0,15.0,22.0,12.0,248.0,72,1,7,1260.0,1.564,1551.25,7,880.0,394.0,Kl
AR0160,-31.67,-69.5897222222,142.0,1086.0,0.1167,5,3,2389.0,10.0,11.0,14.0,12.0,1966.0,72,12,3,1090.0,1.557,1733.75,7,628.0,46.0,Rc
AR0161,-45.9,-69.15,150.0,2078.0,0.1578,7,5,2472.0,9.0,13.0,17.0,11.0,485.0,72,7,7,1230.0,1.564,1596.875,7,912.0,114.0,Re
AR0162,-30.3297222222,-67.65,224.0,3860.0,0.1444,4,3,1296.0,36.0,30.0,3.0,7.0,1145.0,72,2,5,1290.0,1.547,1642.5,10,1281.0,279.0,Re
AR0163,-44.7,-69.5297222222,134.0,1565.0,0.149,7,4,2841.0,6.0,12.0,16.0,11.0,1045.0,18,22,5,840.0,1.52,1825.0,7,1152.0,246.0,Rx
AR0164,-46.38,-67.98,201.0,2572.0,0.2106,7,4,1853.0,12.0,16.0,25.0,14.0,134.0,72,2,6,1320.0,1.559,1551.25,7,595.0,40.0,Sm
AR0165,-37.6105555556,-57.2652777778,825.0,3504.0,0.7486,127,12,3609.0,72.0,77.0,64.0,63.0,6.0,72,1,0,1400.0,1.57,1505.625,11,1763.0,382.0,Qc
AR0166,-36.7597222222,-56.97,745.0,3754.0,0.6803,14,12,6760.0,57.0,66.0,66.0,59.0,0.0,72,2,1,1390.0,1.568,1505.625,10,3173.0,525.0,Qc
AR0167,-46.9597222222,-67.12,200.0,2474.0,0.2259,7,3,1968.0,12.0,16.0,24.0,14.0,238.0,11,1,7,1280.0,1.57,1551.25,7,1084.0,177.0,Bh
AR0168,-31.0797222222,-59.47,1055.0,5252.0,0.7221,13,13,4092.0,116.0,111.0,52.0,72.0,54.0,72,1,1,1390.0,1.568,1505.625,12,3209.0,1235.0,Gm
AR0169,-46.9597222222,-67.12,200.0,2474.0,0.2259,7,3,1968.0,12.0,16.0,24.0,14.0,238.0,11,1,7,1280.0,1.57,1551.25,7,1084.0,177.0,Gh
AR0170,-38.4097222222,-62.68,604.0,3800.0,0.4639,13,6,2620.0,60.0,66.0,31.0,44.0,152.0,72,0,7,1370.0,1.569,1551.25,10,2658.0,857.0,Kl
AR0171,-48.22,-69.1397222222,197.0,1635.0,0.2274,5,3,2830.0,14.0,19.0,19.0,14.0,651.0,72,6,5,1160.0,1.558,1596.875,7,934.0,249.0,E
AR0172,-47.4197222222,-70.1997222222,170.0,1385.0,0.2065,7,3,3394.0,9.0,20.0,16.0,12.0,986.0,37,1,5,1060.0,1.559,1642.5,7,910.0,291.0,E
AR0173,-47.4197222222,-70.16,172.0,1385.0,0.2092,7,3,3425.0,10.0,20.0,16.0,12.0,1048.0,37,3,5,1030.0,1.57,1596.875,7,805.0,298.0,U
AR0174,-47.0297222222,-71.0597222222,192.0,1300.0,0.2651,14,3,0.0,9.0,20.0,20.0,15.0,1262.0,18,2,3,1220.0,1.555,1642.5,7,502.0,297.0,Lo
AR0175,-37.5997222222,-60.79,785.0,3516.0,0.6245,14,10,3525.0,74.0,82.0,54.0,51.0,223.0,72,1,4,1480.0,1.57,1551.25,10,3181.0,1140.0,Hh
AR0176,-28.6497222222,-68.0997222222,138.0,3378.0,0.0917,5,3,0.0,21.0,21.0,2.0,3.0,1694.0,72,5,3,1290.0,1.542,1733.75,7,730.0,51.0,Rc
AR0177,-49.2597222222,-67.9,238.0,1731.0,0.2757,7,4,2187.0,19.0,18.0,26.0,16.0,168.0,72,3,7,1110.0,1.539,1551.25,7,1220.0,176.0,Rc
AR0178,-46.88,-68.05,205.0,2293.0,0.2206,5,4,1997.0,12.0,17.0,24.0,15.0,249.0,72,3,7,1230.0,1.564,1551.25,7,962.0,112.0,Re
AR0179,-47.4797222222,-71.6697222222,281.0,1101.0,0.3448,14,4,0.0,14.0,23.0,33.0,24.0,135.0,72,10,6,1210.0,1.508,1505.625,10,676.0,249.0,Re
AR0180,-44.7297222222,-69.23,153.0,1861.0,0.1523,5,6,2544.0,8.0,12.0,20.0,12.0,412.0,72,4,7,1230.0,1.548,1551.25,13,684.0,63.0,So
AR0181,-42.7997222222,-70.58,299.0,1757.0,0.2844,9,6,2879.0,13.0,19.0,47.0,21.0,522.0,91,6,5,1350.0,1.545,1551.25,7,783.0,99.0,So
AR0182,-36.4,-61.59,900.0,4044.0,0.6802,13,11,3273.0,98.0,99.0,44.0,59.0,107.0,72,0,4,1450.0,1.57,1551.25,12,2858.0,1045.0,Qc
AR0184,-26.12,-65.4497222222,422.0,4752.0,0.2829,10,8,6470.0,75.0,53.0,3.0,10.0,973.0,82,9,5,1290.0,1.546,1596.875,4,3425.0,1407.0,Je
AR0192,-42.99,-71.4497222222,803.0,1223.0,0.8245,9,6,4193.0,38.0,46.0,119.0,64.0,529.0,72,17,5,1050.0,1.526,1596.875,10,2649.0,542.0,Hh
AR0194,-29.5,-65.62,402.0,5959.0,0.2454,6,4,1670.0,65.0,48.0,7.0,13.0,233.0,72,0,7,1550.0,1.557,1551.25,7,1764.0,340.0,So
AR0195,-50.4397222222,-72.9497222222,932.0,951.0,1.5827,14,3,5351.0,70.0,89.0,79.0,72.0,1339.0,11,31,5,760.0,1.54,1779.375,10,16.0,880.0,Tv
AR0196,-49.8897222222,-68.97,180.0,1800.0,0.2137,7,3,2333.0,16.0,15.0,18.0,11.0,121.0,72,0,7,1360.0,1.571,1551.25,10,926.0,138.0,Bg
AR0197,-24.11,-62.9,677.0,6754.0,0.3775,6,7,1976.0,105.0,89.0,11.0,20.0,211.0,72,0,7,1440.0,1.57,1551.25,4,2633.0,526.0,Jd
AR0198,-24.4597222222,-62.95,673.0,6754.0,0.3776,6,7,1803.0,105.0,88.0,11.0,20.0,223.0,72,0,7,1430.0,1.57,1551.25,4,3186.0,786.0,Kh
AR0199,-46.95,-66.94,198.0,-32768.0,0.2261,7,4,2192.0,12.0,15.0,24.0,14.0,161.0,11,5,7,1190.0,1.56,1551.25,7,1519.0,275.0,Lo
AR0200,-46.18,-70.68,178.0,1406.0,0.2126,14,4,3405.0,8.0,16.0,22.0,13.0,758.0,72,1,5,1320.0,1.569,1596.875,7,833.0,118.0,Lk
AR0201,-24.3997222222,-62.9,671.0,6754.0,0.3756,6,7,1671.0,105.0,88.0,11.0,20.0,216.0,72,0,7,1440.0,1.57,1551.25,4,3122.0,708.0,Lv
AR0202,-36.7,-62.9,712.0,4028.0,0.5148,13,8,3386.0,76.0,78.0,32.0,52.0,124.0,72,0,4,1440.0,1.57,1551.25,14,2386.0,872.0,Hc
AR0204,-24.6,-65.3,731.0,4621.0,0.4932,11,8,7751.0,125.0,99.0,6.0,14.0,1332.0,80,22,3,980.0,1.535,1551.25,4,4244.0,1507.0,Hl
AR0205,-46.36,-68.15,195.0,2328.0,0.2016,5,4,1870.0,12.0,16.0,24.0,14.0,72.0,72,1,7,1420.0,1.562,1551.25,10,541.0,223.0,Re
AR0206,-25.8997222222,-65.9,182.0,3701.0,0.1268,11,8,0.0,35.0,21.0,0.0,3.0,1622.0,82,7,3,1440.0,1.524,1733.75,7,799.0,101.0,Sg
AR0207,-51.4397222222,-69.6297222222,205.0,1382.0,0.2708,7,4,3318.0,22.0,18.0,17.0,11.0,139.0,72,1,7,1370.0,1.57,1551.25,10,1408.0,352.0,Sm
AR0209,-42.7997222222,-71.5997222222,892.0,1103.0,1.0044,9,6,5911.0,38.0,52.0,131.0,76.0,963.0,72,27,3,780.0,1.458,1825.0,5,3451.0,769.0,Th
AR0210,-44.72,-70.6297222222,241.0,1409.0,0.2704,14,8,3289.0,11.0,20.0,31.0,18.0,648.0,72,1,5,1450.0,1.568,1596.875,7,1642.0,424.0,Th
AR0211,-45.8197222222,-67.8197222222,188.0,2335.0,0.2059,7,4,2392.0,11.0,15.0,23.0,13.0,544.0,80,18,5,1010.0,1.563,1551.25,7,1444.0,192.0,Qc
AR0212,-49.04,-68.04,231.0,1811.0,0.2661,7,3,2121.0,18.0,18.0,25.0,16.0,253.0,72,6,7,1280.0,1.565,1551.25,10,1053.0,174.0,Cl
AR0213,-54.38,-68.3197222222,521.0,570.0,1.0058,28,5,4242.0,46.0,49.0,44.0,35.0,546.0,72,9,6,950.0,1.541,1460.0,10,2747.0,1525.0,Bh
AR0214,-54.9097222222,-66.9897222222,489.0,394.0,0.8996,127,6,3330.0,44.0,48.0,38.0,33.0,391.0,52,35,6,810.0,1.541,1733.75,1,2430.0,1101.0,Bh
AR0215,-53.93,-67.8097222222,351.0,866.0,0.5979,15,6,3650.0,33.0,32.0,31.0,20.0,49.0,80,7,7,1160.0,1.555,1551.25,10,2773.0,945.0,Ox
AR0216,-27.28,-65.37,975.0,5489.0,0.6206,10,7,7277.0,122.0,117.0,39.0,47.0,325.0,72,0,7,1480.0,1.569,1551.25,14,3869.0,1378.0,Kl
AR0217,-43.77,-69.5997222222,157.0,1685.0,0.1543,5,6,2513.0,6.0,12.0,21.0,13.0,670.0,28,4,5,1320.0,1.554,1596.875,7,681.0,63.0,E
AR0218,-44.72,-65.6997222222,183.0,2843.0,0.1834,127,3,1962.0,10.0,17.0,26.0,8.0,9.0,37,1,7,1300.0,1.566,1505.625,7,886.0,139.0,Lo
AR0219,-53.93,-68.3897222222,402.0,872.0,0.704,15,6,3779.0,36.0,38.0,35.0,25.0,60.0,72,1,7,1270.0,1.558,1505.625,10,2919.0,1153.0,Hh
AR0220,-36.45,-58.0297222222,895.0,3906.0,0.7086,14,12,5340.0,87.0,83.0,62.0,67.0,15.0,72,0,1,1420.0,1.57,1505.625,12,3795.0,631.0,Hl
AR0221,-45.77,-68.08,169.0,2181.0,0.1863,5,4,2196.0,10.0,14.0,21.0,12.0,692.0,72,6,5,1130.0,1.562,1642.5,7,976.0,126.0,Rc
AR0222,-45.15,-69.3097222222,138.0,2105.0,0.1461,7,5,2631.0,7.0,11.0,17.0,10.0,685.0,11,21,5,1000.0,1.532,1551.25,7,1068.0,126.0,Re
AR0223,-42.8497222222,-71.37,637.0,1223.0,0.6849,9,6,4296.0,26.0,37.0,96.0,53.0,850.0,72,8,5,1160.0,1.5,1733.75,7,1586.0,270.0,Re
AR0224,-52.93,-68.4597222222,266.0,1112.0,0.461,7,5,3862.0,25.0,26.0,23.0,15.0,40.0,72,2,7,1280.0,1.559,1505.625,10,2463.0,446.0,Sg
AR0225,-23.0497222222,-63.5297222222,910.0,6607.0,0.5287,10,8,2227.0,140.0,124.0,12.0,28.0,256.0,72,0,7,1450.0,1.57,1551.25,4,3458.0,1077.0,Je
AR0226,-54.3697222222,-67.1397222222,399.0,633.0,0.7037,28,6,3459.0,37.0,38.0,33.0,25.0,165.0,72,5,7,1120.0,1.559,1505.625,10,2811.0,1336.0,Gh
AR0227,-29.0497222222,-63.97,623.0,5362.0,0.3733,6,7,2198.0,93.0,79.0,13.0,23.0,165.0,72,1,4,1450.0,1.569,1551.25,10,2736.0,1077.0,Kh
AR0228,-29.5,-63.68,752.0,5022.0,0.4829,10,7,1744.0,109.0,95.0,17.0,30.0,528.0,72,4,5,1260.0,1.566,1596.875,14,2785.0,928.0,E
AR0229,-37.1197222222,-60.33,855.0,3521.0,0.6721,14,9,4030.0,86.0,90.0,52.0,57.0,202.0,72,0,4,1470.0,1.569,1551.25,12,3611.0,797.0,E
AR0230,-37.6897222222,-62.36,769.0,3372.0,0.6132,13,9,2897.0,86.0,83.0,34.0,54.0,381.0,72,4,6,1250.0,1.56,1551.25,12,2792.0,623.0,E
AR0231,-28.0797222222,-62.6197222222,671.0,5916.0,0.3847,10,7,3401.0,95.0,82.0,14.0,33.0,124.0,72,0,4,1480.0,1.57,1551.25,8,3176.0,1005.0,Hh
AR0232,-36.5997222222,-63.2,679.0,4051.0,0.4846,13,7,4134.0,71.0,75.0,31.0,49.0,121.0,72,0,4,1430.0,1.57,1551.25,12,2724.0,878.0,Hh
